accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3H777,UNKNOWN,lowTEMP,Low Temperature,16199.907078999999,25.25,2.8104,3,Medium,116
G3GU00,UNKNOWN,lowTEMP,Low Temperature,18597.539206666665,22.51,0.5249,3,Medium,95
G3GYI4,UNKNOWN,lowTEMP,Low Temperature,2693.4205051566664,32.58,3.1312,3,Medium,393
G3HNY5,PGK1,lowTEMP,Low Temperature,4184.3205665,20.76,-1.0523,3,Low,204
G3HLT2,RBPJL,lowTEMP,Low Temperature,7683.989722366667,22.79,-0.6485,3,Low,137
G3H2T4,LOC100774845,lowTEMP,Low Temperature,3444.1086923333332,3.06,3.6306,3,Medium,392
G3IJZ9,UNKNOWN,lowTEMP,Low Temperature,13935.506773666668,5.99,4.277,3,Medium,140
G3HJJ9,UNKNOWN,lowTEMP,Low Temperature,3429.1530359999997,9.97,2.5972,3,Medium,336
G3HDU1,HIST1H1D,lowTEMP,Low Temperature,3992.961965666667,2.52,4.2471,3,Medium,450
G3IIB1,SIAE,lowTEMP,Low Temperature,12333.112522999998,6.47,3.3867,3,Medium,181
G3H2X9,ANXA,lowTEMP,Low Temperature,4925.1785746666665,12.38,1.7667,3,Medium,267
G3HMB9,LOC100766018,lowTEMP,Low Temperature,1986.1868827333335,7.29,3.5433,3,Medium,517
G3I8Z3,UNKNOWN,lowTEMP,Low Temperature,10889.113891333334,24.47,7.1652,3,Medium,194
G3GS65,EOGT,lowTEMP,Low Temperature,8912.791361666665,21.36,-1.5781,3,Medium,102
G3I780,PDP2,lowTEMP,Low Temperature,9064.175105666667,28.6,-1.5186,3,Medium,105
G3IIK1,LOC100758628,lowTEMP,Low Temperature,4277.153795636667,56.2,0.7022,3,Low,291
G3IIZ7,KANK1,lowTEMP,Low Temperature,20199.36895003333,29.5,4.7908,3,Medium,120
G3I311,UNKNOWN,lowTEMP,Low Temperature,1564.6533898999999,26.24,-0.3388,3,Trace,432
G3I2F3,UNKNOWN,lowTEMP,Low Temperature,11423.081048,16.44,1.6962,3,Medium,159
G3HIQ2,UNKNOWN,lowTEMP,Low Temperature,5535.256021333332,5.2,3.3675,3,Medium,243
G3IMC8,UNKNOWN,lowTEMP,Low Temperature,2887.6266823333335,0.88,0.1822,3,Low,285
G3HN21,CCL2,lowTEMP,Low Temperature,1209.4156973666666,19.69,1.6028,3,Medium,487
G3H0N5,UNKNOWN,lowTEMP,Low Temperature,2338.4195487,18.37,1.2799,3,Medium,374
G3GUZ6,NKX2-6,lowTEMP,Low Temperature,2243.3985813,11.39,-2.1092,3,Medium,238
G3IKJ7,MARK2,lowTEMP,Low Temperature,7148.724111333333,24.69,-2.7864,3,Medium,90
G3ICU7,UNKNOWN,lowTEMP,Low Temperature,17048.637883,13.04,-0.7665,3,Medium,81
G3H877,UNKNOWN,lowTEMP,Low Temperature,11691.766107666665,6.27,-1.2074,3,Medium,80
G3HW73,UNKNOWN,lowTEMP,Low Temperature,2908.559420566666,16.09,-1.03,3,Low,254
G3H2D0,PPP2CA,lowTEMP,Low Temperature,3326.1938203333334,10.86,-1.3436,3,Medium,233
G3H5L9,NOD2,lowTEMP,Low Temperature,13496.329334463333,37.57,2.0635,3,Medium,134
G3IAQ4,ABHD2,lowTEMP,Low Temperature,1040.6921717333335,17.01,-3.4513,3,Medium,276
G3HFW3,UNKNOWN,lowTEMP,Low Temperature,5097.914690333334,14.43,-3.2324,3,Medium,94
G3HH12,UNKNOWN,lowTEMP,Low Temperature,6869.729476333334,11.91,-2.1635,3,Medium,99
G3H6P9,MSMO1,lowTEMP,Low Temperature,3836.873626166667,18.83,-1.17,3,Low,215
G3GVP9,UNKNOWN,lowTEMP,Low Temperature,2158.8394645333333,11.48,-2.5248,3,Medium,234
G3I302,UNKNOWN,lowTEMP,Low Temperature,5588.437808666667,26.9,-2.4896,3,Medium,126
G3H7D3,UNKNOWN,lowTEMP,Low Temperature,2774.769839666667,10.62,-1.4278,3,Medium,268
G3I7P2,GPRIN3,lowTEMP,Low Temperature,3329.8144766666665,24.22,-2.8579,3,Medium,148
G3GX48,HRH1,lowTEMP,Low Temperature,2444.7135570333335,15.04,-2.5111,3,Medium,211
G3HQS4,UNKNOWN,lowTEMP,Low Temperature,1913.817587166667,31.34,-4.0964,3,Medium,127
G3I4Y3,UNKNOWN,lowTEMP,Low Temperature,21695.772936,1.95,-1.9104,3,Medium,60
G3IP09,UNKNOWN,lowTEMP,Low Temperature,1202.2075002666668,24.82,-2.3448,3,Medium,337
G3HKV2,UNKNOWN,lowTEMP,Low Temperature,390.2030144366666,48.21,-5.0102,3,Medium,277
G3HD62,FAM110B,lowTEMP,Low Temperature,1058.3872067666668,43.3,-5.1651,3,Medium,132
G3H3P6,ARHGAP12,lowTEMP,Low Temperature,2775.145144333333,9.63,-3.6754,3,Medium,128
G3I4K9,LOC100757535,lowTEMP,Low Temperature,3722.2154179999998,10.86,-2.7397,3,Medium,142
G3HIH5,UNKNOWN,lowTEMP,Low Temperature,862.5673002666666,39.67,-2.8186,3,Medium,368
G3HSA3,UNKNOWN,lowTEMP,Low Temperature,1060.1439205666666,14.97,-1.7336,3,Medium,405
G3H1Q5,UNKNOWN,lowTEMP,Low Temperature,2998.862741066667,18.34,-3.6004,3,Medium,118
G3I5J5,UNKNOWN,lowTEMP,Low Temperature,3376.266273066667,21.37,-2.7453,3,Medium,145
G3IPN9,UNKNOWN,lowTEMP,Low Temperature,2843.156552533333,4.06,-3.342,3,Medium,143
G3I1Q8,OSGEP,lowTEMP,Low Temperature,59.96427427133333,126.4,-7.3728,3,Medium,322
G3HGH1,UNKNOWN,lowTEMP,Low Temperature,1130.3497594666667,7.02,-1.2584,3,Medium,426
G3IC82,LOC100769148,lowTEMP,Low Temperature,322.39377536,58.2,-5.1456,3,Medium,298
G3HRP2,CNPY2,lowTEMP,Low Temperature,1181.6096230333333,20.91,-1.413,3,Medium,416
G3I5G7,GCM1,lowTEMP,Low Temperature,1957.2818163333334,22.25,-2.2649,3,Medium,252
G3HRZ4,UNKNOWN,lowTEMP,Low Temperature,481.86859326666666,11.35,-3.1624,3,Medium,447
G3HPQ3,UNKNOWN,lowTEMP,Low Temperature,2456.4237746666668,17.48,-2.8168,3,Medium,189
G3H078,ZBTB20,lowTEMP,Low Temperature,7256.092514666667,8.79,-1.1312,3,Medium,141
G3I644,UNKNOWN,lowTEMP,Low Temperature,968.9187719066667,52.68,-3.9309,3,Medium,250
G3IM21,UNKNOWN,lowTEMP,Low Temperature,2.4523345229999998,173.21,-9.8345,1,Medium,527
G3HLZ7,AARSD1,lowTEMP,Low Temperature,1410.3136164766665,84.12,-1.9829,3,Medium,288
G3I6V7,ZBTB9,lowTEMP,Low Temperature,3182.232933,8.43,-1.7133,3,Medium,208
G3HLP2,UNKNOWN,lowTEMP,Low Temperature,240.97641715866666,40.9,-5.798,3,Medium,272
G3HNJ3,CLUS,lowTEMP,Low Temperature,456.68084673333334,10.74,4.3534,3,Medium,777
G3IBF4,HTRA1,lowTEMP,Low Temperature,903.6918799333334,9.1,3.327,3,Medium,704
G3H0L9,CATB,lowTEMP,Low Temperature,122.33933687666668,13.28,1.0227,3,Medium,713
G3I8R9,HSPA5,lowTEMP,Low Temperature,1950.8238343333333,16.95,0.7349,3,High,396
G3HPV7,H4,lowTEMP,Low Temperature,1372.2955726,9.52,2.3919,3,Medium,511
G3I6E6,ACTB,lowTEMP,Low Temperature,337.79350603333336,12.27,6.4975,3,Medium,909
G3ID82,ACTBL,lowTEMP,Low Temperature,195.9399751266667,7.4,6.122,3,Medium,932
G3I501,LOC103161507,lowTEMP,Low Temperature,276.0904809833333,7.83,1.2658,3,Medium,906
G3IE25,CLTA,lowTEMP,Low Temperature,199.53616189666664,12.44,6.3265,3,Medium,943
G3HAC6,TTN,lowTEMP,Low Temperature,1957.5630869666668,24.96,-0.5176,3,Trace,384
G3HMG1,RS13,lowTEMP,Low Temperature,123.38800072666668,32.99,6.3731,3,Medium,1022
G3GTJ3,GAPDH,lowTEMP,Low Temperature,481.627094,10.59,4.1428,3,High,840
G3HDU8,LOC100754683,lowTEMP,Low Temperature,866.5456335666668,5.69,2.4301,3,Medium,594
G3GXZ2,LBP,lowTEMP,Low Temperature,882.2072665666666,8.4,-0.0591,3,Trace,519
G3H3E6,TIMP2,lowTEMP,Low Temperature,121.31308317666667,8.03,1.1557,3,Medium,893
G3HUW8,RS4X,lowTEMP,Low Temperature,30.195535294,17.98,3.5693,3,Medium,1118
G3HHB8,NMD3,lowTEMP,Low Temperature,301.5551048733333,7.38,3.9015,3,Medium,821
G3GU30,LOC100770677,lowTEMP,Low Temperature,78.46287241666667,4.48,4.5019,3,Medium,1062
G3HEV6,BIRC6,lowTEMP,Low Temperature,11549.722600333334,7.81,0.2244,3,Low,129
G3HIM1,HSPG2,lowTEMP,Low Temperature,2932.6710438333334,5.21,-0.046,3,Trace,335
G3H6L8,CEP170,lowTEMP,Low Temperature,3558.5444009999997,9.07,-0.9087,3,Low,224
G3HLK3,GRN,lowTEMP,Low Temperature,86.10738224666666,5.12,2.1602,3,Medium,1005
G3IK05,MFGM,lowTEMP,Low Temperature,136.2241548,8.27,6.6788,3,Medium,939
G3ICD3,MFGM,lowTEMP,Low Temperature,227.38352751000002,3.52,4.3124,3,Medium,867
G3GYP9,PRDX1,lowTEMP,Low Temperature,95.91622464666666,4.15,3.3491,3,Medium,991
G3HKK4,RAI2,lowTEMP,Low Temperature,1299.3948788666667,22.61,0.3832,3,Trace,503
G3HSG3,TENA,lowTEMP,Low Temperature,3709.8668725,10.05,0.7098,3,Low,290
G3HPI0,LOC100760991,lowTEMP,Low Temperature,69.19302194333333,5.79,2.9686,3,Medium,1044
G3I196,RPL14,lowTEMP,Low Temperature,67.54625347666666,10.21,-0.8915,3,Medium,989
G3HZW3,RPL18,lowTEMP,Low Temperature,170.20823847333335,8.64,5.7523,3,Medium,960
G3GY47,RPL26,lowTEMP,Low Temperature,67.05231381666667,3.05,5.3952,3,Medium,1065
G3ILU1,LOC100774652,lowTEMP,Low Temperature,49.67455619333333,8.22,4.9862,3,Medium,1100
G3HUJ4,H7C1T5,lowTEMP,Low Temperature,224.07574264333334,4.33,-2.5016,3,Medium,671
G3HHH9,AP3M2,lowTEMP,Low Temperature,212.01910769666665,11.57,-3.0849,3,Medium,625
G3GX64,BAHCC1,lowTEMP,Low Temperature,4445.229630866666,23.62,-0.709,3,Low,219
G3HJF6,NR1H4,lowTEMP,Low Temperature,694.1375990733333,26.81,-2.2969,3,Medium,444
G3IDM2,CFL1,lowTEMP,Low Temperature,95.40251146666667,8.62,2.9982,3,Medium,1003
G3HY68,STAG2,lowTEMP,Low Temperature,3960.5880956,14.42,-2.349,3,Medium,158
G3H098,CCDC96,lowTEMP,Low Temperature,9617.333077333333,15.8,1.406,3,Medium,166
G3HLI0,CSMD3,lowTEMP,Low Temperature,5498.675990666667,14.27,-1.6397,3,Medium,175
G3HT77,CYFIP1,lowTEMP,Low Temperature,2584.4572183333335,8.75,0.07,3,Trace,314
G3GVK2,SPECC1,lowTEMP,Low Temperature,1312.8394457,19.31,-0.1222,3,Trace,470
G3GZG7,TOPBP1,lowTEMP,Low Temperature,241.75319239399997,127.13,-4.6403,3,Medium,420
G3I2I2,PRKDC,lowTEMP,Low Temperature,541.7881686666666,13.96,-1.4696,3,Medium,552
G3GR97,DNAH14,lowTEMP,Low Temperature,2355.9516929666665,11.85,1.1187,3,Medium,388
G3H9S1,RNF2,lowTEMP,Low Temperature,3094.7429429999997,3.73,-0.8567,3,Low,273
G3HCM1,G5C0P0,lowTEMP,Low Temperature,23.183990744,123.94,-0.7777,3,Trace,1035
G3HGY8,EEF1A2,lowTEMP,Low Temperature,134.44423621999996,1.97,5.8054,3,Medium,973
G3HSL4,EEF2,lowTEMP,Low Temperature,2903.6443171333335,16.57,-1.1034,3,Low,251
G3IEV4,ECEL1,lowTEMP,Low Temperature,883.4613575666666,10.53,-0.6733,3,Trace,509
G3H0V9,EPB42,lowTEMP,Low Temperature,379.82514953333333,2.99,1.9747,3,Medium,745
G3HTV8,FBF1,lowTEMP,Low Temperature,126.31400824333333,4.97,1.1827,3,Trace,977
G3HTZ7,FCRLB,lowTEMP,Low Temperature,396.92772117666664,58.94,-1.0469,3,Medium,711
Q60426,FUR,lowTEMP,Low Temperature,1941.9184108333332,6.95,-0.2606,3,Trace,367
G3HL68,GPR35,lowTEMP,Low Temperature,49792.09135,5.13,-1.0966,3,Medium,37
G3H3E4,LGALS3BP,lowTEMP,Low Temperature,13.210897257,10.85,0.275,3,Medium,1045
G3IKV5,GTF3C3,lowTEMP,Low Temperature,1539.2741575333332,23.15,-0.5733,3,Trace,402
G3I3Y6,GSTP1,lowTEMP,Low Temperature,44.5815249,7.39,3.0437,3,Medium,1041
G3HZE6,HSPA1A,lowTEMP,Low Temperature,70.47418931,5.62,1.6037,3,Medium,1013
G3I5Q4,HNRNPM,lowTEMP,Low Temperature,2322.1282675666666,5.44,0.4864,3,Trace,382
G3H6W6,HIVEP2,lowTEMP,Low Temperature,5276.241149666666,8.76,-1.3786,3,Medium,168
G3HU05,ITLN1,lowTEMP,Low Temperature,85.66500196,10.62,0.139,3,Trace,954
G3HFD2,MX2,lowTEMP,Low Temperature,5.455476099333333,35.59,-2.608,3,Medium,1096
G3I453,FN3KRP,lowTEMP,Low Temperature,892.2155632666667,11.8,-1.7818,3,Medium,433
G3GV24,KIF2A,lowTEMP,Low Temperature,46.828029130000004,20.06,-1.0378,3,Trace,970
G3H339,LRRN1,lowTEMP,Low Temperature,996.5735470333334,9.7,2.5474,3,Medium,616
G3HHE3,LARS,lowTEMP,Low Temperature,93.12179054,35.99,2.4846,3,Medium,971
G3HE80,BPIB4,lowTEMP,Low Temperature,841.6545729633334,59.96,5.8148,3,Medium,694
G3GZY4,LOXL4,lowTEMP,Low Temperature,266.19333048,25.61,2.5114,3,Medium,799
G3HRK9,MMP19,lowTEMP,Low Temperature,1145.6571266666667,39.74,0.6415,3,Trace,518
G3H4X4,MAP2,lowTEMP,Low Temperature,249.95760125666666,5.73,1.1365,3,Medium,716
G3I5Y3,NSMF,lowTEMP,Low Temperature,132.22641811333332,4.56,-1.4567,3,Medium,805
G3GTY0,NFRKB,lowTEMP,Low Temperature,185.17108337699997,90.52,2.3906,3,Medium,915
G3HIK1,NUP93,lowTEMP,Low Temperature,775.0891980333332,2.48,-0.1652,3,Trace,569
G3INK9,LOC100751431,lowTEMP,Low Temperature,325.03804642166665,28.02,0.466,3,Trace,764
G3HB73,KCNH2,lowTEMP,Low Temperature,12045.638931,4.92,-0.6266,3,Low,106
G3IGH3,FAM75A4,lowTEMP,Low Temperature,2433.3214132666667,4.11,-1.6393,3,Medium,263
G3HKJ1,IWS1,lowTEMP,Low Temperature,1439.5752023666666,5.58,-0.3529,3,Trace,389
G3I0D0,LOC100771222,lowTEMP,Low Temperature,130.0322167,10.49,-1.3545,3,Medium,844
G3HNF6,NUMB,lowTEMP,Low Temperature,427.42997356666666,22.69,3.891,3,Medium,742
G3GTI1,SDK2,lowTEMP,Low Temperature,29.11385103533333,61.38,-0.1277,3,Medium,718
G3HAF8,VAC14,lowTEMP,Low Temperature,968.9576305999999,61.64,-2.1244,3,Medium,408
G3I0Y7,HFM1,lowTEMP,Low Temperature,56.96783147266666,11.79,-5.4165,3,Medium,619
G3HW84,TATDN2,lowTEMP,Low Temperature,761.8151746,11.9,0.0284,3,Trace,598
G3IKR5,PWWP2B,lowTEMP,Low Temperature,1226.6369194666668,10.6,1.9759,3,Medium,530
G3H3Q1,PKM,lowTEMP,Low Temperature,21.18962597566667,9.38,3.4337,3,Medium,1110
G3H1G4,RAB11FIP1,lowTEMP,Low Temperature,1611.8818415066664,27.23,1.4663,3,Medium,466
G3HG15,RGL1,lowTEMP,Low Temperature,307.05965843333337,3.64,3.2927,3,Medium,823
G3HYG1,RFC4,lowTEMP,Low Temperature,2537.183918733333,24.64,1.1551,3,Medium,370
G3GXX1,RBL1,lowTEMP,Low Temperature,498.45000093333334,13.78,-1.3117,3,Medium,610
G3HHP8,RAI1,lowTEMP,Low Temperature,6568.982998333333,14.72,-0.3478,3,Low,186
G3HP03,EWSR1,lowTEMP,Low Temperature,485.4870214,3.4,0.8061,3,Trace,662
G3IFB0,SRRM2,lowTEMP,Low Temperature,1166.7164793333334,6.53,-0.8318,3,Trace,462
G3HLS6,STK4,lowTEMP,Low Temperature,5839.500525666666,1.73,0.1987,3,Low,210
G3HYA6,KIAA1217,lowTEMP,Low Temperature,300.8102440166667,20.02,-2.0048,3,Medium,632
G3I9F9,STAT1,lowTEMP,Low Temperature,493.60833206666666,20.68,-1.0571,3,Trace,580
G3H501,SPTB,lowTEMP,Low Temperature,14.181450138333332,69.96,-3.5099,3,Medium,992
G3H0W9,STAR9,lowTEMP,Low Temperature,1822.2083167333333,18.33,2.528,3,Medium,394
G3HYB7,CCT7,lowTEMP,Low Temperature,5726.237452333334,6.56,0.3063,3,Low,216
G3IF79,TRIP11,lowTEMP,Low Temperature,467.5126421333334,7.08,-1.6189,3,Medium,595
G3HCN7,HIVEP3,lowTEMP,Low Temperature,221.09130281000003,29.95,-3.1839,3,Medium,600
G3HNY0,ATRX,lowTEMP,Low Temperature,1012.2925132999999,19.14,-0.3563,3,Trace,521
G3IIR3,TACC2,lowTEMP,Low Temperature,57.778748156333336,47.45,-2.2563,3,Medium,902
G3IFS0,TMC1,lowTEMP,Low Temperature,1235.3421640233335,60.52,1.4488,3,Medium,548
G3GXQ4,HADHB,lowTEMP,Low Temperature,2168.7100960666667,18.1,-0.1979,3,Trace,349
G3IG01,TRIM29,lowTEMP,Low Temperature,2006.8104505333333,8.44,-0.383,3,Trace,355
G3H1W4,TINAGL1,lowTEMP,Low Temperature,94.81761754666667,9.3,3.5438,3,Trace,1046
G3HC93,KIAA0947,lowTEMP,Low Temperature,6259.961284,9.75,-1.0682,3,Low,157
G3HN39,KIAA1462,lowTEMP,Low Temperature,200.56246986666665,7.7,-1.4478,3,Medium,769
G3HVI7,KIAA1671,lowTEMP,Low Temperature,1633.9450277666667,11.23,-1.5331,3,Medium,342
G3HBG7,C14ORF102,lowTEMP,Low Temperature,218.01673778666668,6.18,-0.4284,3,Trace,603
G3H4V0,HDLBP,lowTEMP,Low Temperature,1476.5560333333333,11.86,1.0539,3,Medium,398
G3I6X2,LRWD1,lowTEMP,Low Temperature,142.50322716666668,25.69,-2.0601,3,Medium,806
G3HJ37,ZNF292,lowTEMP,Low Temperature,754.6675380333332,4.41,0.6323,3,Trace,531
G3HQ51,PDK3,lowTEMP,Low Temperature,285.2205581233333,27.47,-2.5997,3,Medium,613
G3HWX9,UNKNOWN,lowTEMP,Low Temperature,2166.3666479666667,33.63,1.6254,3,Medium,403
G3GVV0,UNKNOWN,lowTEMP,Low Temperature,2583.408629833333,10.74,-1.8242,3,Medium,242
G3HE31,PSMC2,lowTEMP,Low Temperature,13.040646060999999,44.32,3.4994,3,Medium,1164
G3GTS6,PSMD11,lowTEMP,Low Temperature,1047.5548929333333,9.98,-1.6584,3,Medium,395
G3I179,PSMD14,lowTEMP,Low Temperature,355.5583399866667,24.04,-1.5275,3,Medium,659
G3GSW2,MRPS22,lowTEMP,Low Temperature,189.10868922666668,2.95,5.5111,3,Medium,945
G3H025,MRPS5,lowTEMP,Low Temperature,1434.2220950666667,1.36,-0.8125,3,Trace,425
G3HXP6,UNKNOWN,lowTEMP,Low Temperature,8500.191093066667,24.58,0.167,3,Low,164
G3HC96,SRD5A1,lowTEMP,Low Temperature,23.21788297233333,6.65,3.1532,3,Medium,1085
G3GTL7,UNKNOWN,lowTEMP,Low Temperature,286.72701953333336,41.22,1.952,3,Medium,832
G3I5Y2,UNKNOWN,lowTEMP,Low Temperature,127.97307382666668,56.08,0.7699,3,Trace,899
G3H018,UNKNOWN,lowTEMP,Low Temperature,49.62413843666667,11.49,2.8797,3,Medium,1078
G3I364,LOC100769604,lowTEMP,Low Temperature,46.61517634999999,1.33,1.6105,3,Medium,1084
G3H6W7,LOC100757586,lowTEMP,Low Temperature,43.101752016666666,16.65,4.846,3,Medium,1103
G3IM07,UNKNOWN,lowTEMP,Low Temperature,75.04975558933334,35.08,1.0243,3,Medium,955
G3HXF6,UNKNOWN,lowTEMP,Low Temperature,64.72640726,18.24,-2.2687,3,Medium,880
G3H1V1,LOC100753593,lowTEMP,Low Temperature,12.235340874,55.61,1.33,3,Medium,1127
G3HGD7,LOC100752312,lowTEMP,Low Temperature,55.74745909333333,16.35,4.4011,3,Trace,1104
G3HCA8,UNKNOWN,lowTEMP,Low Temperature,366.25443096666663,14.67,-0.5412,3,Trace,739
G3HEV4,LOC103163079,lowTEMP,Low Temperature,62.319954673333335,3.25,5.9822,3,Medium,1082
G3HVW8,UNKNOWN,lowTEMP,Low Temperature,1905.6655399333333,9.74,-0.03,3,Trace,385
G3GTW8,ADAMTS15,lowTEMP,Low Temperature,39.93606567466667,2.36,-1.2827,3,Trace,976
G3HGS9,AKAP11,lowTEMP,Low Temperature,735.9609595333335,17.96,-1.7568,3,Medium,472
G3I8T1,AHDC1,lowTEMP,Low Temperature,5392.992915333333,8.26,0.2887,3,Low,201
G3HF07,APC,lowTEMP,Low Temperature,3798.5565110000002,4.29,2.5332,3,Medium,357
G3HCP8,ADNP2,lowTEMP,Low Temperature,4.6759993736666665,83.28,-4.5927,3,Medium,966
G3HH93,UNKNOWN,lowTEMP,Low Temperature,122.92342215333333,20.98,-2.1088,3,Medium,828
G3III4,UNKNOWN,lowTEMP,Low Temperature,440.7233104333333,14.15,-1.3376,3,Medium,606
G3HHK9,UNKNOWN,lowTEMP,Low Temperature,413.7625155666667,10.63,-1.6799,3,Medium,615
G3HU24,LOC100751755,lowTEMP,Low Temperature,1459.1239327,12.7,0.5257,3,Trace,500
G3I8H6,GPT2,lowTEMP,Low Temperature,381.48789028333334,8.76,-3.2118,3,Medium,486
G3GYP7,AKR1A1,lowTEMP,Low Temperature,2403.784082333333,7.83,1.1626,3,Medium,318
G3HUL2,UNKNOWN,lowTEMP,Low Temperature,1059.0250847666666,0.62,5.2425,3,Medium,623
G3HCK5,UNKNOWN,lowTEMP,Low Temperature,93.97543601333332,70.99,-1.2871,3,Medium,890
G3I0J3,ADD1,lowTEMP,Low Temperature,5319.475803,10.87,-0.0539,3,Low,184
G3GTT0,UNKNOWN,lowTEMP,Low Temperature,692.6325442000001,7.27,0.4938,3,Trace,627
G3IAT1,UNKNOWN,lowTEMP,Low Temperature,748.0750914666665,13.32,4.8013,3,Medium,708
G3HS16,SLC1A1,lowTEMP,Low Temperature,1691.6709749666668,19.15,-1.3392,3,Medium,359
G3H008,UNKNOWN,lowTEMP,Low Temperature,160.73618186,22.56,0.8519,3,Trace,891
G3H237,ANAPC7,lowTEMP,Low Temperature,932.3618212,12.71,-2.593,3,Medium,369
G3HSN3,UNKNOWN,lowTEMP,Low Temperature,284.8734588,7.11,-1.5566,3,Medium,687
G3HGE5,UNKNOWN,lowTEMP,Low Temperature,3347.147151333333,16.81,-2.1686,3,Medium,209
G3ICK7,UNKNOWN,lowTEMP,Low Temperature,252.02015916333335,29.64,-1.4002,3,Medium,727
G3H7G5,UNKNOWN,lowTEMP,Low Temperature,74.53908345,41.97,0.108,3,Trace,957
G3I408,UNKNOWN,lowTEMP,Low Temperature,347.2019160366667,16.74,-2.7552,3,Medium,563
G3IFZ0,MKI67,lowTEMP,Low Temperature,401.6309333666666,10.11,0.2247,3,Trace,733
G3H927,AZIN2,lowTEMP,Low Temperature,3380.0215690000005,12.56,3.3019,3,Medium,360
G3H316,AP3B1,lowTEMP,Low Temperature,2.9783335293333337,19.15,1.283,3,Medium,1170
Q6V9Y0,AP3M1,lowTEMP,Low Temperature,993.3310647333333,37.74,2.9002,3,Medium,553
G3HRE2,UNKNOWN,lowTEMP,Low Temperature,216.08810004999998,29.64,-0.8184,3,Trace,786
G3GYA9,UNKNOWN,lowTEMP,Low Temperature,7890.056490999999,12.43,0.9831,3,Low,196
G3HMU8,UNKNOWN,lowTEMP,Low Temperature,312.96886693333335,8.6,-0.9671,3,Trace,680
G3IDF4,ARFIP2,lowTEMP,Low Temperature,74.25635181,11.57,-1.8975,3,Medium,898
G3IMR5,ASNSD1,lowTEMP,Low Temperature,5677.668401,16.71,-0.9458,3,Low,150
G3HYQ4,UNKNOWN,lowTEMP,Low Temperature,1832.5851930566666,31.95,-0.2059,3,Trace,362
G3GS44,UNKNOWN,lowTEMP,Low Temperature,698.0925551999999,6.17,5.2142,3,Medium,684
G3HFL6,UNKNOWN,lowTEMP,Low Temperature,85.28369820333333,16.56,4.0393,3,Medium,988
G3HCK3,CLPP,lowTEMP,Low Temperature,1150.2408936533334,58.86,1.0369,3,Medium,535
G3HH13,KCNJ8,lowTEMP,Low Temperature,196.53341242666667,7.0,-2.4158,3,Medium,712
G3GZP6,UNKNOWN,lowTEMP,Low Temperature,853.3148398,11.05,2.032,3,Medium,652
G3GT91,BCL6,lowTEMP,Low Temperature,252.71725174999997,11.65,-1.2472,3,Trace,717
G3HE81,UNKNOWN,lowTEMP,Low Temperature,714.9451596,18.03,-1.6197,3,Medium,504
G3HPL6,PRRC2C,lowTEMP,Low Temperature,1458.5485575,8.75,-1.3097,3,Medium,379
G3I1K9,UNKNOWN,lowTEMP,Low Temperature,193.81212991666666,16.18,0.4814,3,Trace,847
G3H2P3,UNKNOWN,lowTEMP,Low Temperature,116.47754987666667,31.4,-3.4476,3,Medium,696
G3GU83,UNKNOWN,lowTEMP,Low Temperature,563.9670402666667,9.51,-0.7192,3,Trace,565
G3HXM5,UNKNOWN,lowTEMP,Low Temperature,183.65882013333336,40.68,-0.6539,3,Trace,800
G3I4A5,BOLA3,lowTEMP,Low Temperature,404.3495265633333,18.63,-1.236,3,Medium,669
G3HQG5,UNKNOWN,lowTEMP,Low Temperature,2480.104547433333,23.55,-0.4074,3,Trace,301
G3I911,UNKNOWN,lowTEMP,Low Temperature,823.2484174666666,7.8,-2.5835,3,Medium,381
G3H291,BRAP,lowTEMP,Low Temperature,27.39464682166667,76.86,-4.1479,3,Medium,869
G3I1P7,UNKNOWN,lowTEMP,Low Temperature,174.97361951666667,42.04,2.8019,3,Medium,868
G3HDY8,KCTD1,lowTEMP,Low Temperature,271.4626646256667,46.73,-0.8374,3,Medium,785
G3HUX6,UNKNOWN,lowTEMP,Low Temperature,385.6357672666666,4.53,2.4767,3,Medium,759
G3I9W1,UNKNOWN,lowTEMP,Low Temperature,629.6942535,6.56,0.5853,3,Trace,607
G3HX31,UNKNOWN,lowTEMP,Low Temperature,844.6173167333333,11.61,-1.3116,3,Medium,495
G3GWR5,UNKNOWN,lowTEMP,Low Temperature,753.2022818,22.6,1.0173,3,Medium,635
G3GRX6,UNKNOWN,lowTEMP,Low Temperature,345.4522097966667,38.78,1.5994,3,Medium,793
G3H750,CAST,lowTEMP,Low Temperature,1197.8567551666667,8.63,-0.8967,3,Trace,430
G3HAG0,CALB2,lowTEMP,Low Temperature,30.584794330666664,38.0,-0.5309,3,Trace,1009
G3I768,UNKNOWN,lowTEMP,Low Temperature,4663.484896733334,8.46,2.4757,3,Medium,305
G3ICU8,UNKNOWN,lowTEMP,Low Temperature,659.0570971000001,9.92,-0.3847,3,Trace,587
G3H7L2,UNKNOWN,lowTEMP,Low Temperature,2259.32354975,37.95,2.9071,3,Medium,489
G3I2X9,UNKNOWN,lowTEMP,Low Temperature,10.793799250333334,33.62,-1.4772,3,Medium,1086
G3GTI2,CDC42EP4,lowTEMP,Low Temperature,436.5596794,68.48,-0.0535,3,Trace,681
G3HAM1,CDK5RAP1,lowTEMP,Low Temperature,191.23172009333334,5.62,1.7182,3,Medium,838
